% This file contains ocean volume transports from the MOVE project.
% MOVE is a contribution to the international OceanSITES project
% (http://www.oceansites.org).
%
% Creation date: 18-Feb-2016 15:37:02
%
% For information on what MOVE is, and how the transports
% are computed initially, see the following reference:
% http://dx.doi.org/10.1016/j.dsr.2005.12.007
% (Kanzow et al., Deep-Sea Research Part I, 2006)
%
% For a more recent study with MOVE data, see:
% http://dx.doi.org/10.1029/2011GL049801
% (Send et al., Geophysical Research Letters, 2011)
%
% The transports are composed as the sum of two components:
% the 'boundary' component and the 'internal' component.
% The Kanzow et al. (2006) paper describes what this means.
% The version presented here is understood as representing
% the layer 1200-4950 dbar, with the internal transport
% referenced to zero flow at 4950 dbar. This is identical
% to what is used by Send et al. (2011), their figure 2.
%
% REQUIREMENTS FOR USE:
% If you use these data, you must acknowledge the MOVE project,
% e.g. by including the exemplar citation below in your work.
% These data are research data and come with no warranties
% or claims of being suitable for any particular use.
% You must assume all responsibility arising out of your use of these data.
% Please inform the principal investigators of the MOVE project about your
% use of the data.
%
% Exemplar citation:
%   "This work uses data from the MOVE project (see
%    Kanzow et al., 2006, DOI:10.1016/j.dsr.2005.12.007).
%    MOVE is a contribution to the international OceanSITES
%    project."
%
% Year,Month,Day,Volume Transport [Sv]
  2005,    7,  4,   -13.018
  2005,    7,  5,   -13.075
  2005,    7,  6,   -13.130
  2005,    7,  7,   -13.180
  2005,    7,  8,   -13.229
  2005,    7,  9,   -13.275
  2005,    7, 10,   -13.328
  2005,    7, 11,   -13.390
  2005,    7, 12,   -13.454
  2005,    7, 13,   -13.519
  2005,    7, 14,   -13.596
  2005,    7, 15,   -13.674
  2005,    7, 16,   -13.743
  2005,    7, 17,   -13.781
  2005,    7, 18,   -13.824
  2005,    7, 19,   -13.847
  2005,    7, 20,   -13.873
  2005,    7, 21,   -13.897
  2005,    7, 22,   -13.900
  2005,    7, 23,   -13.888
  2005,    7, 24,   -13.886
  2005,    7, 25,   -13.911
  2005,    7, 26,   -13.921
  2005,    7, 27,   -13.912
  2005,    7, 28,   -13.921
  2005,    7, 29,   -13.944
  2005,    7, 30,   -13.995
  2005,    7, 31,   -14.035
  2005,    8,  1,   -14.100
  2005,    8,  2,   -14.169
  2005,    8,  3,   -14.237
  2005,    8,  4,   -14.310
  2005,    8,  5,   -14.378
  2005,    8,  6,   -14.441
  2005,    8,  7,   -14.506
  2005,    8,  8,   -14.576
  2005,    8,  9,   -14.635
  2005,    8, 10,   -14.656
  2005,    8, 11,   -14.659
  2005,    8, 12,   -14.664
  2005,    8, 13,   -14.688
  2005,    8, 14,   -14.717
  2005,    8, 15,   -14.777
  2005,    8, 16,   -14.848
  2005,    8, 17,   -14.915
  2005,    8, 18,   -14.996
  2005,    8, 19,   -15.052
  2005,    8, 20,   -15.099
  2005,    8, 21,   -15.140
  2005,    8, 22,   -15.209
  2005,    8, 23,   -15.297
  2005,    8, 24,   -15.358
  2005,    8, 25,   -15.394
  2005,    8, 26,   -15.430
  2005,    8, 27,   -15.459
  2005,    8, 28,   -15.505
  2005,    8, 29,   -15.577
  2005,    8, 30,   -15.664
  2005,    8, 31,   -15.737
  2005,    9,  1,   -15.803
  2005,    9,  2,   -15.856
  2005,    9,  3,   -15.901
  2005,    9,  4,   -15.945
  2005,    9,  5,   -15.987
  2005,    9,  6,   -16.026
  2005,    9,  7,   -16.069
  2005,    9,  8,   -16.106
  2005,    9,  9,   -16.185
  2005,    9, 10,   -16.290
  2005,    9, 11,   -16.402
  2005,    9, 12,   -16.528
  2005,    9, 13,   -16.657
  2005,    9, 14,   -16.777
  2005,    9, 15,   -16.874
  2005,    9, 16,   -16.939
  2005,    9, 17,   -16.996
  2005,    9, 18,   -17.058
  2005,    9, 19,   -17.137
  2005,    9, 20,   -17.218
  2005,    9, 21,   -17.276
  2005,    9, 22,   -17.339
  2005,    9, 23,   -17.407
  2005,    9, 24,   -17.472
  2005,    9, 25,   -17.547
  2005,    9, 26,   -17.624
  2005,    9, 27,   -17.724
  2005,    9, 28,   -17.835
  2005,    9, 29,   -17.939
  2005,    9, 30,   -18.036
  2005,   10,  1,   -18.136
  2005,   10,  2,   -18.208
  2005,   10,  3,   -18.267
  2005,   10,  4,   -18.307
  2005,   10,  5,   -18.338
  2005,   10,  6,   -18.382
  2005,   10,  7,   -18.431
  2005,   10,  8,   -18.487
  2005,   10,  9,   -18.554
  2005,   10, 10,   -18.632
  2005,   10, 11,   -18.707
  2005,   10, 12,   -18.781
  2005,   10, 13,   -18.835
  2005,   10, 14,   -18.893
  2005,   10, 15,   -18.938
  2005,   10, 16,   -18.987
  2005,   10, 17,   -19.029
  2005,   10, 18,   -19.069
  2005,   10, 19,   -19.104
  2005,   10, 20,   -19.130
  2005,   10, 21,   -19.160
  2005,   10, 22,   -19.174
  2005,   10, 23,   -19.157
  2005,   10, 24,   -19.134
  2005,   10, 25,   -19.112
  2005,   10, 26,   -19.103
  2005,   10, 27,   -19.088
  2005,   10, 28,   -19.096
  2005,   10, 29,   -19.093
  2005,   10, 30,   -19.075
  2005,   10, 31,   -19.064
  2005,   11,  1,   -19.048
  2005,   11,  2,   -19.033
  2005,   11,  3,   -19.010
  2005,   11,  4,   -18.976
  2005,   11,  5,   -18.948
  2005,   11,  6,   -18.936
  2005,   11,  7,   -18.922
  2005,   11,  8,   -18.886
  2005,   11,  9,   -18.827
  2005,   11, 10,   -18.770
  2005,   11, 11,   -18.699
  2005,   11, 12,   -18.617
  2005,   11, 13,   -18.535
  2005,   11, 14,   -18.460
  2005,   11, 15,   -18.403
  2005,   11, 16,   -18.365
  2005,   11, 17,   -18.329
  2005,   11, 18,   -18.274
  2005,   11, 19,   -18.210
  2005,   11, 20,   -18.166
  2005,   11, 21,   -18.133
  2005,   11, 22,   -18.110
  2005,   11, 23,   -18.095
  2005,   11, 24,   -18.118
  2005,   11, 25,   -18.157
  2005,   11, 26,   -18.204
  2005,   11, 27,   -18.244
  2005,   11, 28,   -18.232
  2005,   11, 29,   -18.212
  2005,   11, 30,   -18.192
  2005,   12,  1,   -18.171
  2005,   12,  2,   -18.154
  2005,   12,  3,   -18.140
  2005,   12,  4,   -18.123
  2005,   12,  5,   -18.114
  2005,   12,  6,   -18.103
  2005,   12,  7,   -18.097
  2005,   12,  8,   -18.082
  2005,   12,  9,   -18.091
  2005,   12, 10,   -18.102
  2005,   12, 11,   -18.094
  2005,   12, 12,   -18.098
  2005,   12, 13,   -18.105
  2005,   12, 14,   -18.109
  2005,   12, 15,   -18.085
  2005,   12, 16,   -18.050
  2005,   12, 17,   -18.008
  2005,   12, 18,   -17.991
  2005,   12, 19,   -17.995
  2005,   12, 20,   -18.020
  2005,   12, 21,   -18.027
  2005,   12, 22,   -18.025
  2005,   12, 23,   -18.025
  2005,   12, 24,   -18.016
  2005,   12, 25,   -18.014
  2005,   12, 26,   -18.017
  2005,   12, 27,   -18.005
  2005,   12, 28,   -17.985
  2005,   12, 29,   -17.965
  2005,   12, 30,   -17.946
  2005,   12, 31,   -17.924
  2006,    1,  1,   -17.906
  2006,    1,  2,   -17.880
  2006,    1,  3,   -17.855
  2006,    1,  4,   -17.835
  2006,    1,  5,   -17.822
  2006,    1,  6,   -17.832
  2006,    1,  7,   -17.865
  2006,    1,  8,   -17.889
  2006,    1,  9,   -17.876
  2006,    1, 10,   -17.863
  2006,    1, 11,   -17.850
  2006,    1, 12,   -17.821
  2006,    1, 13,   -17.804
  2006,    1, 14,   -17.781
  2006,    1, 15,   -17.756
  2006,    1, 16,   -17.722
  2006,    1, 17,   -17.707
  2006,    1, 18,   -17.712
  2006,    1, 19,   -17.729
  2006,    1, 20,   -17.773
  2006,    1, 21,   -17.818
  2006,    1, 22,   -17.871
  2006,    1, 23,   -17.910
  2006,    1, 24,   -17.943
  2006,    1, 25,   -17.935
  2006,    1, 26,   -17.889
  2006,    1, 27,   -17.839
  2006,    1, 28,   -17.787
  2006,    1, 29,   -17.738
  2006,    1, 30,   -17.701
  2006,    1, 31,   -17.698
  2006,    2,  1,   -17.723
  2006,    2,  2,   -17.762
  2006,    2,  3,   -17.815
  2006,    2,  4,   -17.864
  2006,    2,  5,   -17.893
  2006,    2,  6,   -17.915
  2006,    2,  7,   -17.920
  2006,    2,  8,   -17.906
  2006,    2,  9,   -17.900
  2006,    2, 10,   -17.897
  2006,    2, 11,   -17.900
  2006,    2, 12,   -17.909
  2006,    2, 13,   -17.926
  2006,    2, 14,   -17.924
  2006,    2, 15,   -17.911
  2006,    2, 16,   -17.897
  2006,    2, 17,   -17.889
  2006,    2, 18,   -17.873
  2006,    2, 19,   -17.852
  2006,    2, 20,   -17.839
  2006,    2, 21,   -17.789
  2006,    2, 22,   -17.732
  2006,    2, 23,   -17.705
  2006,    2, 24,   -17.667
  2006,    2, 25,   -17.643
  2006,    2, 26,   -17.628
  2006,    2, 27,   -17.616
  2006,    2, 28,   -17.623
  2006,    3,  1,   -17.610
  2006,    3,  2,   -17.575
  2006,    3,  3,   -17.533
  2006,    3,  4,   -17.507
  2006,    3,  5,   -17.483
  2006,    3,  6,   -17.463
  2006,    3,  7,   -17.428
  2006,    3,  8,   -17.406
  2006,    3,  9,   -17.392
  2006,    3, 10,   -17.384
  2006,    3, 11,   -17.374
  2006,    3, 12,   -17.373
  2006,    3, 13,   -17.384
  2006,    3, 14,   -17.391
  2006,    3, 15,   -17.399
  2006,    3, 16,   -17.394
  2006,    3, 17,   -17.370
  2006,    3, 18,   -17.351
  2006,    3, 19,   -17.349
  2006,    3, 20,   -17.359
  2006,    3, 21,   -17.380
  2006,    3, 22,   -17.388
  2006,    3, 23,   -17.372
  2006,    3, 24,   -17.322
  2006,    3, 25,   -17.257
  2006,    3, 26,   -17.202
  2006,    3, 27,   -17.159
  2006,    3, 28,   -17.138
  2006,    3, 29,   -17.136
  2006,    3, 30,   -17.146
  2006,    3, 31,   -17.128
  2006,    4,  1,   -17.101
  2006,    4,  2,   -17.074
  2006,    4,  3,   -17.053
  2006,    4,  4,   -17.042
  2006,    4,  5,   -17.023
  2006,    4,  6,   -17.005
  2006,    4,  7,   -16.992
  2006,    4,  8,   -16.990
  2006,    4,  9,   -16.985
  2006,    4, 10,   -16.978
  2006,    4, 11,   -16.978
  2006,    4, 12,   -16.972
  2006,    4, 13,   -16.954
  2006,    4, 14,   -16.936
  2006,    4, 15,   -16.931
  2006,    4, 16,   -16.934
  2006,    4, 17,   -16.938
  2006,    4, 18,   -16.934
  2006,    4, 19,   -16.927
  2006,    4, 20,   -16.908
  2006,    4, 21,   -16.892
  2006,    4, 22,   -16.880
  2006,    4, 23,   -16.868
  2006,    4, 24,   -16.864
  2006,    4, 25,   -16.866
  2006,    4, 26,   -16.873
  2006,    4, 27,   -16.882
  2006,    4, 28,   -16.887
  2006,    4, 29,   -16.897
  2006,    4, 30,   -16.907
  2006,    5,  1,   -16.918
  2006,    5,  2,   -16.926
  2006,    5,  3,   -16.950
  2006,    5,  4,   -16.970
  2006,    5,  5,   -16.988
  2006,    5,  6,   -17.016
  2006,    5,  7,   -17.038
  2006,    5,  8,   -17.044
  2006,    5,  9,   -17.033
  2006,    5, 10,   -17.044
  2006,    5, 11,   -17.052
  2006,    5, 12,   -17.058
  2006,    5, 13,   -17.064
  2006,    5, 14,   -17.046
  2006,    5, 15,   -17.037
  2006,    5, 16,   -17.032
  2006,    5, 17,   -17.034
  2006,    5, 18,   -17.005
  2006,    5, 19,   -16.951
  2006,    5, 20,   -16.906
  2006,    5, 21,   -16.848
  2006,    5, 22,   -16.780
  2006,    5, 23,   -16.711
  2006,    5, 24,   -16.669
  2006,    5, 25,   -16.626
  2006,    5, 26,   -16.594
  2006,    5, 27,   -16.582
  2006,    5, 28,   -16.571
  2006,    5, 29,   -16.561
  2006,    5, 30,   -16.555
  2006,    5, 31,   -16.539
  2006,    6,  1,   -16.508
  2006,    6,  2,   -16.466
  2006,    6,  3,   -16.415
  2006,    6,  4,   -16.360
  2006,    6,  5,   -16.294
  2006,    6,  6,   -16.239
  2006,    6,  7,   -16.180
  2006,    6,  8,   -16.130
  2006,    6,  9,   -16.103
  2006,    6, 10,   -16.092
  2006,    6, 11,   -16.095
  2006,    6, 12,   -16.104
  2006,    6, 13,   -16.105
  2006,    6, 14,   -16.117
  2006,    6, 15,   -16.126
  2006,    6, 16,   -16.132
  2006,    6, 17,   -16.137
  2006,    6, 18,   -16.127
  2006,    6, 19,   -16.124
  2006,    6, 20,   -16.131
  2006,    6, 21,   -16.133
  2006,    6, 22,   -16.165
  2006,    6, 23,   -16.209
  2006,    6, 24,   -16.253
  2006,    6, 25,   -16.314
  2006,    6, 26,   -16.365
  2006,    6, 27,   -16.378
  2006,    6, 28,   -16.385
  2006,    6, 29,   -16.380
  2006,    6, 30,   -16.371
  2006,    7,  1,   -16.377
  2006,    7,  2,   -16.385
  2006,    7,  3,   -16.377
  2006,    7,  4,   -16.380
  2006,    7,  5,   -16.387
  2006,    7,  6,   -16.392
  2006,    7,  7,   -16.403
  2006,    7,  8,   -16.430
  2006,    7,  9,   -16.479
  2006,    7, 10,   -16.534
  2006,    7, 11,   -16.589
  2006,    7, 12,   -16.615
  2006,    7, 13,   -16.627
  2006,    7, 14,   -16.620
  2006,    7, 15,   -16.603
  2006,    7, 16,   -16.588
  2006,    7, 17,   -16.574
  2006,    7, 18,   -16.571
  2006,    7, 19,   -16.583
  2006,    7, 20,   -16.595
  2006,    7, 21,   -16.630
  2006,    7, 22,   -16.686
  2006,    7, 23,   -16.761
  2006,    7, 24,   -16.814
  2006,    7, 25,   -16.845
  2006,    7, 26,   -16.877
  2006,    7, 27,   -16.916
  2006,    7, 28,   -16.970
  2006,    7, 29,   -17.039
  2006,    7, 30,   -17.120
  2006,    7, 31,   -17.210
  2006,    8,  1,   -17.298
  2006,    8,  2,   -17.371
  2006,    8,  3,   -17.436
  2006,    8,  4,   -17.502
  2006,    8,  5,   -17.561
  2006,    8,  6,   -17.642
  2006,    8,  7,   -17.739
  2006,    8,  8,   -17.822
  2006,    8,  9,   -17.899
  2006,    8, 10,   -17.963
  2006,    8, 11,   -18.026
  2006,    8, 12,   -18.095
  2006,    8, 13,   -18.174
  2006,    8, 14,   -18.244
  2006,    8, 15,   -18.300
  2006,    8, 16,   -18.364
  2006,    8, 17,   -18.436
  2006,    8, 18,   -18.502
  2006,    8, 19,   -18.576
  2006,    8, 20,   -18.636
  2006,    8, 21,   -18.690
  2006,    8, 22,   -18.751
  2006,    8, 23,   -18.813
  2006,    8, 24,   -18.868
  2006,    8, 25,   -18.915
  2006,    8, 26,   -18.965
  2006,    8, 27,   -19.029
  2006,    8, 28,   -19.086
  2006,    8, 29,   -19.139
  2006,    8, 30,   -19.199
  2006,    8, 31,   -19.261
  2006,    9,  1,   -19.304
  2006,    9,  2,   -19.353
  2006,    9,  3,   -19.418
  2006,    9,  4,   -19.482
  2006,    9,  5,   -19.538
  2006,    9,  6,   -19.584
  2006,    9,  7,   -19.644
  2006,    9,  8,   -19.697
  2006,    9,  9,   -19.742
  2006,    9, 10,   -19.797
  2006,    9, 11,   -19.853
  2006,    9, 12,   -19.922
  2006,    9, 13,   -19.994
  2006,    9, 14,   -20.069
  2006,    9, 15,   -20.135
  2006,    9, 16,   -20.222
  2006,    9, 17,   -20.316
  2006,    9, 18,   -20.387
  2006,    9, 19,   -20.485
  2006,    9, 20,   -20.598
  2006,    9, 21,   -20.707
  2006,    9, 22,   -20.792
  2006,    9, 23,   -20.868
  2006,    9, 24,   -20.964
  2006,    9, 25,   -21.040
  2006,    9, 26,   -21.082
  2006,    9, 27,   -21.124
  2006,    9, 28,   -21.168
  2006,    9, 29,   -21.220
  2006,    9, 30,   -21.290
  2006,   10,  1,   -21.369
  2006,   10,  2,   -21.435
  2006,   10,  3,   -21.506
  2006,   10,  4,   -21.585
  2006,   10,  5,   -21.658
  2006,   10,  6,   -21.719
  2006,   10,  7,   -21.776
  2006,   10,  8,   -21.815
  2006,   10,  9,   -21.838
  2006,   10, 10,   -21.849
  2006,   10, 11,   -21.850
  2006,   10, 12,   -21.855
  2006,   10, 13,   -21.870
  2006,   10, 14,   -21.921
  2006,   10, 15,   -21.965
  2006,   10, 16,   -22.015
  2006,   10, 17,   -22.080
  2006,   10, 18,   -22.152
  2006,   10, 19,   -22.218
  2006,   10, 20,   -22.282
  2006,   10, 21,   -22.356
  2006,   10, 22,   -22.423
  2006,   10, 23,   -22.484
  2006,   10, 24,   -22.555
  2006,   10, 25,   -22.633
  2006,   10, 26,   -22.729
  2006,   10, 27,   -22.839
  2006,   10, 28,   -22.963
  2006,   10, 29,   -23.106
  2006,   10, 30,   -23.253
  2006,   10, 31,   -23.405
  2006,   11,  1,   -23.559
  2006,   11,  2,   -23.717
  2006,   11,  3,   -23.865
  2006,   11,  4,   -24.009
  2006,   11,  5,   -24.122
  2006,   11,  6,   -24.242
  2006,   11,  7,   -24.351
  2006,   11,  8,   -24.447
  2006,   11,  9,   -24.525
  2006,   11, 10,   -24.613
  2006,   11, 11,   -24.715
  2006,   11, 12,   -24.838
  2006,   11, 13,   -24.964
  2006,   11, 14,   -25.095
  2006,   11, 15,   -25.231
  2006,   11, 16,   -25.363
  2006,   11, 17,   -25.472
  2006,   11, 18,   -25.573
  2006,   11, 19,   -25.671
  2006,   11, 20,   -25.778
  2006,   11, 21,   -25.893
  2006,   11, 22,   -26.034
  2006,   11, 23,   -26.181
  2006,   11, 24,   -26.314
  2006,   11, 25,   -26.433
  2006,   11, 26,   -26.543
  2006,   11, 27,   -26.635
  2006,   11, 28,   -26.730
  2006,   11, 29,   -26.798
  2006,   11, 30,   -26.863
  2006,   12,  1,   -26.936
  2006,   12,  2,   -27.008
  2006,   12,  3,   -27.069
  2006,   12,  4,   -27.143
  2006,   12,  5,   -27.205
  2006,   12,  6,   -27.254
  2006,   12,  7,   -27.322
  2006,   12,  8,   -27.404
  2006,   12,  9,   -27.503
  2006,   12, 10,   -27.562
  2006,   12, 11,   -27.595
  2006,   12, 12,   -27.620
  2006,   12, 13,   -27.672
  2006,   12, 14,   -27.721
  2006,   12, 15,   -27.738
  2006,   12, 16,   -27.747
  2006,   12, 17,   -27.779
  2006,   12, 18,   -27.795
  2006,   12, 19,   -27.818
  2006,   12, 20,   -27.832
  2006,   12, 21,   -27.831
  2006,   12, 22,   -27.838
  2006,   12, 23,   -27.847
  2006,   12, 24,   -27.853
  2006,   12, 25,   -27.874
  2006,   12, 26,   -27.899
  2006,   12, 27,   -27.911
  2006,   12, 28,   -27.904
  2006,   12, 29,   -27.881
  2006,   12, 30,   -27.854
  2006,   12, 31,   -27.818
  2007,    1,  1,   -27.783
  2007,    1,  2,   -27.759
  2007,    1,  3,   -27.742
  2007,    1,  4,   -27.725
  2007,    1,  5,   -27.723
  2007,    1,  6,   -27.722
  2007,    1,  7,   -27.719
  2007,    1,  8,   -27.721
  2007,    1,  9,   -27.720
  2007,    1, 10,   -27.737
  2007,    1, 11,   -27.755
  2007,    1, 12,   -27.791
  2007,    1, 13,   -27.833
  2007,    1, 14,   -27.890
  2007,    1, 15,   -27.959
  2007,    1, 16,   -28.013
  2007,    1, 17,   -28.048
  2007,    1, 18,   -28.059
  2007,    1, 19,   -28.056
  2007,    1, 20,   -28.059
  2007,    1, 21,   -28.053
  2007,    1, 22,   -28.058
  2007,    1, 23,   -28.053
  2007,    1, 24,   -28.078
  2007,    1, 25,   -28.143
  2007,    1, 26,   -28.205
  2007,    1, 27,   -28.258
  2007,    1, 28,   -28.292
  2007,    1, 29,   -28.290
  2007,    1, 30,   -28.277
  2007,    1, 31,   -28.290
  2007,    2,  1,   -28.296
  2007,    2,  2,   -28.300
  2007,    2,  3,   -28.310
  2007,    2,  4,   -28.264
  2007,    2,  5,   -28.208
  2007,    2,  6,   -28.155
  2007,    2,  7,   -28.087
  2007,    2,  8,   -28.079
  2007,    2,  9,   -28.088
  2007,    2, 10,   -28.104
  2007,    2, 11,   -28.104
  2007,    2, 12,   -28.086
  2007,    2, 13,   -28.080
  2007,    2, 14,   -28.080
  2007,    2, 15,   -28.064
  2007,    2, 16,   -28.031
  2007,    2, 17,   -27.995
  2007,    2, 18,   -27.961
  2007,    2, 19,   -27.921
  2007,    2, 20,   -27.889
  2007,    2, 21,   -27.858
  2007,    2, 22,   -27.826
  2007,    2, 23,   -27.792
  2007,    2, 24,   -27.747
  2007,    2, 25,   -27.698
  2007,    2, 26,   -27.648
  2007,    2, 27,   -27.597
  2007,    2, 28,   -27.541
  2007,    3,  1,   -27.483
  2007,    3,  2,   -27.428
  2007,    3,  3,   -27.374
  2007,    3,  4,   -27.322
  2007,    3,  5,   -27.280
  2007,    3,  6,   -27.267
  2007,    3,  7,   -27.237
  2007,    3,  8,   -27.201
  2007,    3,  9,   -27.158
  2007,    3, 10,   -27.131
  2007,    3, 11,   -27.109
  2007,    3, 12,   -27.090
  2007,    3, 13,   -27.061
  2007,    3, 14,   -27.040
  2007,    3, 15,   -27.017
  2007,    3, 16,   -26.972
  2007,    3, 17,   -26.914
  2007,    3, 18,   -26.851
  2007,    3, 19,   -26.789
  2007,    3, 20,   -26.727
  2007,    3, 21,   -26.646
  2007,    3, 22,   -26.545
  2007,    3, 23,   -26.444
  2007,    3, 24,   -26.338
  2007,    3, 25,   -26.231
  2007,    3, 26,   -26.131
  2007,    3, 27,   -26.031
  2007,    3, 28,   -25.929
  2007,    3, 29,   -25.821
  2007,    3, 30,   -25.730
  2007,    3, 31,   -25.641
  2007,    4,  1,   -25.558
  2007,    4,  2,   -25.473
  2007,    4,  3,   -25.386
  2007,    4,  4,   -25.290
  2007,    4,  5,   -25.184
  2007,    4,  6,   -25.080
  2007,    4,  7,   -24.971
  2007,    4,  8,   -24.849
  2007,    4,  9,   -24.723
  2007,    4, 10,   -24.623
  2007,    4, 11,   -24.538
  2007,    4, 12,   -24.446
  2007,    4, 13,   -24.331
  2007,    4, 14,   -24.234
  2007,    4, 15,   -24.146
  2007,    4, 16,   -24.062
  2007,    4, 17,   -23.959
  2007,    4, 18,   -23.863
  2007,    4, 19,   -23.788
  2007,    4, 20,   -23.736
  2007,    4, 21,   -23.699
  2007,    4, 22,   -23.655
  2007,    4, 23,   -23.615
  2007,    4, 24,   -23.582
  2007,    4, 25,   -23.529
  2007,    4, 26,   -23.456
  2007,    4, 27,   -23.398
  2007,    4, 28,   -23.361
  2007,    4, 29,   -23.330
  2007,    4, 30,   -23.307
  2007,    5,  1,   -23.318
  2007,    5,  2,   -23.343
  2007,    5,  3,   -23.348
  2007,    5,  4,   -23.340
  2007,    5,  5,   -23.343
  2007,    5,  6,   -23.322
  2007,    5,  7,   -23.290
  2007,    5,  8,   -23.264
  2007,    5,  9,   -23.246
  2007,    5, 10,   -23.223
  2007,    5, 11,   -23.190
  2007,    5, 12,   -23.164
  2007,    5, 13,   -23.121
  2007,    5, 14,   -23.077
  2007,    5, 15,   -23.039
  2007,    5, 16,   -23.003
  2007,    5, 17,   -22.992
  2007,    5, 18,   -22.999
  2007,    5, 19,   -22.984
  2007,    5, 20,   -22.961
  2007,    5, 21,   -22.938
  2007,    5, 22,   -22.945
  2007,    5, 23,   -22.945
  2007,    5, 24,   -22.937
  2007,    5, 25,   -22.929
  2007,    5, 26,   -22.916
  2007,    5, 27,   -22.888
  2007,    5, 28,   -22.841
  2007,    5, 29,   -22.802
  2007,    5, 30,   -22.788
  2007,    5, 31,   -22.769
  2007,    6,  1,   -22.756
  2007,    6,  2,   -22.749
  2007,    6,  3,   -22.720
  2007,    6,  4,   -22.692
  2007,    6,  5,   -22.691
  2007,    6,  6,   -22.708
  2007,    6,  7,   -22.728
  2007,    6,  8,   -22.756
  2007,    6,  9,   -22.771
  2007,    6, 10,   -22.763
  2007,    6, 11,   -22.740
  2007,    6, 12,   -22.730
  2007,    6, 13,   -22.718
  2007,    6, 14,   -22.705
  2007,    6, 15,   -22.690
  2007,    6, 16,   -22.670
  2007,    6, 17,   -22.650
  2007,    6, 18,   -22.640
  2007,    6, 19,   -22.633
  2007,    6, 20,   -22.621
  2007,    6, 21,   -22.602
  2007,    6, 22,   -22.580
  2007,    6, 23,   -22.548
  2007,    6, 24,   -22.515
  2007,    6, 25,   -22.476
  2007,    6, 26,   -22.419
  2007,    6, 27,   -22.372
  2007,    6, 28,   -22.325
  2007,    6, 29,   -22.290
  2007,    6, 30,   -22.265
  2007,    7,  1,   -22.240
  2007,    7,  2,   -22.214
  2007,    7,  3,   -22.190
  2007,    7,  4,   -22.148
  2007,    7,  5,   -22.098
  2007,    7,  6,   -22.050
  2007,    7,  7,   -21.997
  2007,    7,  8,   -21.955
  2007,    7,  9,   -21.928
  2007,    7, 10,   -21.913
  2007,    7, 11,   -21.915
  2007,    7, 12,   -21.939
  2007,    7, 13,   -21.959
  2007,    7, 14,   -21.979
  2007,    7, 15,   -22.016
  2007,    7, 16,   -22.046
  2007,    7, 17,   -22.090
  2007,    7, 18,   -22.133
  2007,    7, 19,   -22.152
  2007,    7, 20,   -22.168
  2007,    7, 21,   -22.201
  2007,    7, 22,   -22.237
  2007,    7, 23,   -22.287
  2007,    7, 24,   -22.362
  2007,    7, 25,   -22.442
  2007,    7, 26,   -22.510
  2007,    7, 27,   -22.571
  2007,    7, 28,   -22.633
  2007,    7, 29,   -22.709
  2007,    7, 30,   -22.800
  2007,    7, 31,   -22.877
  2007,    8,  1,   -22.954
  2007,    8,  2,   -23.052
  2007,    8,  3,   -23.141
  2007,    8,  4,   -23.233
  2007,    8,  5,   -23.324
  2007,    8,  6,   -23.409
  2007,    8,  7,   -23.505
  2007,    8,  8,   -23.619
  2007,    8,  9,   -23.739
  2007,    8, 10,   -23.851
  2007,    8, 11,   -23.958
  2007,    8, 12,   -24.068
  2007,    8, 13,   -24.170
  2007,    8, 14,   -24.275
  2007,    8, 15,   -24.357
  2007,    8, 16,   -24.421
  2007,    8, 17,   -24.479
  2007,    8, 18,   -24.537
  2007,    8, 19,   -24.576
  2007,    8, 20,   -24.610
  2007,    8, 21,   -24.646
  2007,    8, 22,   -24.672
  2007,    8, 23,   -24.688
  2007,    8, 24,   -24.696
  2007,    8, 25,   -24.703
  2007,    8, 26,   -24.720
  2007,    8, 27,   -24.741
  2007,    8, 28,   -24.746
  2007,    8, 29,   -24.741
  2007,    8, 30,   -24.728
  2007,    8, 31,   -24.697
  2007,    9,  1,   -24.652
  2007,    9,  2,   -24.599
  2007,    9,  3,   -24.540
  2007,    9,  4,   -24.517
  2007,    9,  5,   -24.516
  2007,    9,  6,   -24.475
  2007,    9,  7,   -24.429
  2007,    9,  8,   -24.370
  2007,    9,  9,   -24.318
  2007,    9, 10,   -24.259
  2007,    9, 11,   -24.182
  2007,    9, 12,   -24.116
  2007,    9, 13,   -24.069
  2007,    9, 14,   -23.995
  2007,    9, 15,   -23.907
  2007,    9, 16,   -23.817
  2007,    9, 17,   -23.752
  2007,    9, 18,   -23.705
  2007,    9, 19,   -23.647
  2007,    9, 20,   -23.613
  2007,    9, 21,   -23.591
  2007,    9, 22,   -23.559
  2007,    9, 23,   -23.529
  2007,    9, 24,   -23.517
  2007,    9, 25,   -23.515
  2007,    9, 26,   -23.535
  2007,    9, 27,   -23.556
  2007,    9, 28,   -23.558
  2007,    9, 29,   -23.544
  2007,    9, 30,   -23.524
  2007,   10,  1,   -23.518
  2007,   10,  2,   -23.540
  2007,   10,  3,   -23.554
  2007,   10,  4,   -23.559
  2007,   10,  5,   -23.541
  2007,   10,  6,   -23.520
  2007,   10,  7,   -23.514
  2007,   10,  8,   -23.524
  2007,   10,  9,   -23.556
  2007,   10, 10,   -23.598
  2007,   10, 11,   -23.633
  2007,   10, 12,   -23.672
  2007,   10, 13,   -23.723
  2007,   10, 14,   -23.762
  2007,   10, 15,   -23.811
  2007,   10, 16,   -23.866
